weapon_type,firearm_caliber,weapon_description,trr_report_id
VERBAL THREAT (ASSAULT),,,97651
HANDS/FISTS,,,97652
FEET,,,97653
HANDS/FISTS,,,97658
VERBAL THREAT (ASSAULT),,,97660
OTHER (SPECIFY),,2 WOODEN STICKS,97661
VERBAL THREAT (ASSAULT),,,97661
VERBAL THREAT (ASSAULT),,,97662
VERBAL THREAT (ASSAULT),,,97665
FEET,,,97672
HANDS/FISTS,,,97672
HANDS/FISTS,,,97677
VERBAL THREAT (ASSAULT),,,97677
FEET,,,97679
HANDS/FISTS,,,97679
"MOUTH (SPIT,BITE,ETC)",,,97679
VERBAL THREAT (ASSAULT),,,97679
FEET,,,97680
HANDS/FISTS,,,97680
"MOUTH (SPIT,BITE,ETC)",,,97680
OTHER (SPECIFY),,ATTEMPTED TO BITE,97680
HANDS/FISTS,,,97683
"MOUTH (SPIT,BITE,ETC)",,,97689
HANDS/FISTS,,,97690
OTHER (SPECIFY),,AGRESSIVE MOVE,97694
FEET,,,97696
FEET,,,97697
HANDS/FISTS,,,97697
"MOUTH (SPIT,BITE,ETC)",,,97697
FEET,,,97698
HANDS/FISTS,,,97700
VERBAL THREAT (ASSAULT),,,97700
HANDS/FISTS,,,97701
FEET,,,97702
"MOUTH (SPIT,BITE,ETC)",,,97702
OTHER (SPECIFY),,SPIT IN FACE & EYES,97702
FEET,,,97704
VERBAL THREAT (ASSAULT),,,97705
OTHER (SPECIFY),,STRUCK P.O. ON THE CHEST WITH ARM,97710
FEET,,,97712
OTHER (SPECIFY),,HEAD BUTT,97712
FIREARM - REVOLVER,357 MAG,,97715
FIREARM - SEMI-AUTOMATIC,380 ACP,SMITH & WESSON,97727
FIREARM - SEMI-AUTOMATIC,380 ACP,SMITH AND WESSON ,97728
OTHER (SPECIFY),,INTENTIONALLY STRUCK CPD VEHICLE HEAD ON IN TRAFFIC,97729
OTHER (SPECIFY),,VEHICLE,97729
OTHER (SPECIFY),,STRUCK MARKED CPD VEHICLE HEAD ON IN TRAFFIC,97730
HANDS/FISTS,,,97731
OTHER (SPECIFY),,OFFICER STRUCK WITH ARMS,97731
HANDS/FISTS,,,97733
OTHER (SPECIFY),,EXITED WITH KNIFE REFUSING VERBAL COMMANDS,97735
OTHER (SPECIFY),,FIREARM,97736
OTHER (SPECIFY),,FIREARM,97737
FEET,,,97738
HANDS/FISTS,,,97738
"MOUTH (SPIT,BITE,ETC)",,,97738
OTHER (SPECIFY),,AGGRESSIVE/BALLED FISTS,97738
VERBAL THREAT (ASSAULT),,,97738
HANDS/FISTS,,,97739
VERBAL THREAT (ASSAULT),,,97739
HANDS/FISTS,,,97742
VERBAL THREAT (ASSAULT),,,97742
HANDS/FISTS,,,97743
OTHER (SPECIFY),,GRABBIONG HOLDING SHOVING,97743
HANDS/FISTS,,,97745
OTHER (SPECIFY),,"GRABBING, HOLDING",97745
OTHER (SPECIFY),,PUSHING AND SHOVING,97747
OTHER (SPECIFY),,SHOVING,97749
OTHER (SPECIFY),,WINE BOTTLE,97752
HANDS/FISTS,,,97753
OTHER (SPECIFY),,CHOKE HOLD,97753
HANDS/FISTS,,,97755
HANDS/FISTS,,,97756
FIREARM - SEMI-AUTOMATIC, 45 ACP,45,97759
HANDS/FISTS,,,97759
HANDS/FISTS,,,97760
FEET,,,97761
HANDS/FISTS,,,97761
HANDS/FISTS,,,97762
FIREARM - SEMI-AUTOMATIC, 9 MM,,97765
OTHER (SPECIFY),,ELBOW/ARM,97766
"MOUTH (SPIT,BITE,ETC)",,,97767
OTHER (SPECIFY),,SPIT ON OFFICER MULTIPLE TIMES,97767
HANDS/FISTS,,,97769
VERBAL THREAT (ASSAULT),,,97772
OTHER (SPECIFY),OTHER,REPLICA FIREARM,97773
OTHER (SPECIFY),,BB GUN,97774
OTHER (SPECIFY),,BB GUN,97776
OTHER (SPECIFY),,SLASHED WITH PEN,97780
HANDS/FISTS,,,97784
VERBAL THREAT (ASSAULT),,,97785
HANDS/FISTS,,,97786
"MOUTH (SPIT,BITE,ETC)",,,97786
HANDS/FISTS,,,97787
"MOUTH (SPIT,BITE,ETC)",,,97787
VERBAL THREAT (ASSAULT),,,97787
OTHER (SPECIFY),,DISARM ATTEMPT,97793
FEET,,,97798
HANDS/FISTS,,,97798
VERBAL THREAT (ASSAULT),,,97798
HANDS/FISTS,,,97799
HANDS/FISTS,,,97804
OTHER (SPECIFY),,SUBJECT PULLED BACK HIS ARM WITH A CLOSED FIST TO PUNCH,97807
VERBAL THREAT (ASSAULT),,,97807
"MOUTH (SPIT,BITE,ETC)",,,97813
HANDS/FISTS,,,97817
HANDS/FISTS,,,97821
FEET,,,97828
FEET,,,97829
VERBAL THREAT (ASSAULT),,,97832
OTHER (SPECIFY),,ELBOWED R/O ON FACE,97839
OTHER (SPECIFY),,PULLING AWAY AND PUSHING PO MEDINA#13176,97840
FEET,,,97843
HANDS/FISTS,,,97843
VERBAL THREAT (ASSAULT),,,97849
VERBAL THREAT (ASSAULT),,,97850
HANDS/FISTS,,,97853
HANDS/FISTS,,,97854
VERBAL THREAT (ASSAULT),,,97858
HANDS/FISTS,,,97860
"MOUTH (SPIT,BITE,ETC)",,,97860
"MOUTH (SPIT,BITE,ETC)",,,97866
FEET,,,97867
HANDS/FISTS,,,97867
"MOUTH (SPIT,BITE,ETC)",,,97867
FEET,,,97868
HANDS/FISTS,,,97868
"MOUTH (SPIT,BITE,ETC)",,,97868
FEET,,,97869
"MOUTH (SPIT,BITE,ETC)",,,97869
HANDS/FISTS,,,97873
VERBAL THREAT (ASSAULT),,,97873
FEET,,,97876
FIREARM - REVOLVER,22 SHORT,,97876
HANDS/FISTS,,,97876
FEET,,,97877
FIREARM - REVOLVER,22 SHORT,,97877
HANDS/FISTS,,,97877
FEET,,,97878
FIREARM - REVOLVER,22 SHORT,,97878
HANDS/FISTS,,,97878
OTHER (SPECIFY),,OFFENDER ARMED WITH GUN,97878
FIREARM - REVOLVER,357 MAG,COLT,97882
OTHER (SPECIFY),,HEADBUTT,97885
VERBAL THREAT (ASSAULT),,,97885
OTHER (SPECIFY),,ATTEMPTED HEADBUTT,97886
FIREARM - SEMI-AUTOMATIC,380 ACP,,97887
OTHER (SPECIFY),,USED HIS CHEST TO PUSH INTO PO,97903
"MOUTH (SPIT,BITE,ETC)",,,97904
OTHER (SPECIFY),,BIT THE OFFICER,97904
HANDS/FISTS,,,97905
OTHER (SPECIFY),,ELBOWED THE OFFICER,97905
HANDS/FISTS,,,97906
FEET,,,97908
HANDS/FISTS,,,97908
"MOUTH (SPIT,BITE,ETC)",,,97909
"MOUTH (SPIT,BITE,ETC)",,,97910
FEET,,,97911
VERBAL THREAT (ASSAULT),,,97915
HANDS/FISTS,,,97916
HANDS/FISTS,,,97917
VERBAL THREAT (ASSAULT),,,97917
FIREARM - SEMI-AUTOMATIC,40 S&W,,97921
FIREARM - SEMI-AUTOMATIC,40 S&W,,97923
FIREARM - REVOLVER, 38 CAL,,97924
HANDS/FISTS,,,97926
VERBAL THREAT (ASSAULT),,,97926
HANDS/FISTS,,,97927
VERBAL THREAT (ASSAULT),,,97927
FIREARM - SEMI-AUTOMATIC, 9 MM,,97933
VERBAL THREAT (ASSAULT),,,97935
VERBAL THREAT (ASSAULT),,,97936
VERBAL THREAT (ASSAULT),,,97937
HANDS/FISTS,,,97942
HANDS/FISTS,,,97943
"MOUTH (SPIT,BITE,ETC)",,,97945
FEET,,,97951
HANDS/FISTS,,,97951
OTHER (SPECIFY),,PULLED R/OS ARM,97951
OTHER (SPECIFY),,PUSHED INTO P.O.'S BODY,97954
FIREARM - SEMI-AUTOMATIC,380 ACP,RUGER .380 HELLCAT,97955
OTHER (SPECIFY),,ELBOW,97958
FEET,,,97962
VERBAL THREAT (ASSAULT),,,97966
HANDS/FISTS,,,97967
FIREARM - REVOLVER,357 MAG,,97978
OTHER (SPECIFY),,BEER CAN,97979
FEET,,,97986
HANDS/FISTS,,,97986
VERBAL THREAT (ASSAULT),,,97986
FEET,,,97987
VERBAL THREAT (ASSAULT),,,97987
FEET,,,97989
VERBAL THREAT (ASSAULT),,,97989
FEET,,,97990
HANDS/FISTS,,,97990
FEET,,,97992
VERBAL THREAT (ASSAULT),,,97992
FEET,,,97995
HANDS/FISTS,,,97995
FEET,,,97996
HANDS/FISTS,,,97996
HANDS/FISTS,,,98001
HANDS/FISTS,,,98006
HANDS/FISTS,,,98008
HANDS/FISTS,,,98013
VERBAL THREAT (ASSAULT),,,98013
OTHER (SPECIFY),,OFFENDER CLENCHED FISTS AND TOOK A BLADED STANCE.,98014
FIREARM - REVOLVER,32 CAL,,98015
FIREARM - REVOLVER,32 CAL,,98016
FIREARM - REVOLVER,OTHER,,98018
HANDS/FISTS,,,98019
FIREARM - REVOLVER,32 CAL,,98020
BLUNT INSTRUMENT,,,98023
HANDS/FISTS,,,98023
HANDS/FISTS,,,98026
OTHER (SPECIFY),,GOT IN BOXERS STANCE,98026
FIREARM - SEMI-AUTOMATIC,45 CAL,,98027
FIREARM - SEMI-AUTOMATIC, 9 MM,,98029
OTHER (SPECIFY),,HEAD,98033
HANDS/FISTS,,,98036
"MOUTH (SPIT,BITE,ETC)",,,98036
FEET,,,98043
HANDS/FISTS,,,98043
KNIFE/OTHER CUTTING INSTRUMENT,,,98043
VERBAL THREAT (ASSAULT),,,98043
KNIFE/OTHER CUTTING INSTRUMENT,,,98045
HANDS/FISTS,,,98047
HANDS/FISTS,,,98051
OTHER (SPECIFY),,CLINCHED FIST,98051
FIREARM - REVOLVER,357 MAG,,98052
HANDS/FISTS,,,98069
OTHER (SPECIFY),,ELBOWS,98070
HANDS/FISTS,,,98075
VERBAL THREAT (ASSAULT),,,98075
FIREARM - SEMI-AUTOMATIC,40 S&W,,98080
OTHER (SPECIFY),,THREATENING STANCE,98081
VERBAL THREAT (ASSAULT),,,98082
VERBAL THREAT (ASSAULT),,,98083
HANDS/FISTS,,,98085
HANDS/FISTS,,,98086
VERBAL THREAT (ASSAULT),,,98089
FIREARM - SEMI-AUTOMATIC,45 CAL,"FNH, MODEL FNP-45",98090
FIREARM - SEMI-AUTOMATIC,45 CAL,"FNH, MODEL FNP-45",98091
FIREARM - SEMI-AUTOMATIC,45 CAL,"FNH, MODEL FNP-45",98092
VERBAL THREAT (ASSAULT),,,98095
HANDS/FISTS,,,98098
FIREARM - SEMI-AUTOMATIC, 45 ACP,,98102
VERBAL THREAT (ASSAULT),,,98104
HANDS/FISTS,,,98105
HANDS/FISTS,,,98106
OTHER (SPECIFY),,HANDS AND FEET,98106
HANDS/FISTS,,,98107
OTHER (SPECIFY),,GRABED AND PULLED THE OFFICERS BELT,98107
OTHER (SPECIFY),OTHER,BB GUN,98109
VERBAL THREAT (ASSAULT),,,98110
OTHER (SPECIFY),OTHER,WHAT APPEARED TO BE A FIREARM,98111
FIREARM - SEMI-AUTOMATIC,22 LR,,98114
FIREARM - SEMI-AUTOMATIC,22 LR,,98121
OTHER (SPECIFY),,STRIKING WITH ELBOW ,98128
HANDS/FISTS,,,98133
OTHER (SPECIFY),,ELBOW,98133
FEET,,,98134
HANDS/FISTS,,,98137
HANDS/FISTS,,,98143
FEET,,,98145
"MOUTH (SPIT,BITE,ETC)",,,98145
OTHER (SPECIFY),,CIGARETTE,98145
OTHER (SPECIFY),,"CIGARETTE, PILL BOTTLE",98145
OTHER (SPECIFY),,PILL BOTTLE,98145
VERBAL THREAT (ASSAULT),,,98145
FEET,,,98147
HANDS/FISTS,,,98147
VERBAL THREAT (ASSAULT),,,98147
VERBAL THREAT (ASSAULT),,,98148
VERBAL THREAT (ASSAULT),,,98150
OTHER (SPECIFY),,REPLICA FIREARM,98151
FIREARM - SEMI-AUTOMATIC,380 ACP,,98152
FIREARM - SEMI-AUTOMATIC,380 ACP,,98153
HANDS/FISTS,,,98153
OTHER (SPECIFY),,WAS RESISTING/BATTERING PARTNERS,98153
HANDS/FISTS,,,98154
FIREARM - SEMI-AUTOMATIC,40 S&W,,98156
FIREARM - SEMI-AUTOMATIC,22 LR,BERETTA U22 NEOS,98162
OTHER (SPECIFY),,DOOR,98167
OTHER (SPECIFY),,PUSHED P.O. INTO DOOR,98167
VERBAL THREAT (ASSAULT),,,98167
VERBAL THREAT (ASSAULT),,,98168
FEET,,,98171
HANDS/FISTS,,,98171
HANDS/FISTS,,,98172
HANDS/FISTS,,,98179
FEET,,,98185
HANDS/FISTS,,,98188
VERBAL THREAT (ASSAULT),,,98189
FIREARM - SEMI-AUTOMATIC,7.62,,98191
"MOUTH (SPIT,BITE,ETC)",,,98192
FIREARM - SEMI-AUTOMATIC,7.62,,98193
FEET,,,98194
HANDS/FISTS,,,98194
FEET,,,98195
HANDS/FISTS,,,98195
"MOUTH (SPIT,BITE,ETC)",,,98195
VERBAL THREAT (ASSAULT),,,98195
FEET,,,98196
HANDS/FISTS,,,98196
"MOUTH (SPIT,BITE,ETC)",,,98196
VERBAL THREAT (ASSAULT),,,98196
FEET,,,98197
HANDS/FISTS,,,98197
"MOUTH (SPIT,BITE,ETC)",,,98197
VERBAL THREAT (ASSAULT),,,98197
"MOUTH (SPIT,BITE,ETC)",,,98202
FEET,,,98204
"MOUTH (SPIT,BITE,ETC)",,,98204
FEET,,,98206
"MOUTH (SPIT,BITE,ETC)",,,98206
FIREARM - SEMI-AUTOMATIC, 9 MM,,98208
OTHER (SPECIFY),,PUSHED P.O. FROM BEHIND,98209
VERBAL THREAT (ASSAULT),,,98210
FIREARM - SEMI-AUTOMATIC, 9 MM,,98217
HANDS/FISTS,,,98218
FIREARM - REVOLVER,32 CAL,"S&W GERSTENBERGER & EBERWIEN, SERIAL #5358, .32 CALIBER, BLA",98220
FIREARM - REVOLVER,32 CAL,"S&W GERSTENBERGER & EBERWIEN, SERIAL #5358, .32 CALIBER, BLA",98221
FEET,,,98228
"MOUTH (SPIT,BITE,ETC)",,,98228
HANDS/FISTS,,,98229
"MOUTH (SPIT,BITE,ETC)",,,98229
HANDS/FISTS,,,98230
"MOUTH (SPIT,BITE,ETC)",,,98230
VERBAL THREAT (ASSAULT),,,98231
FIREARM - SEMI-AUTOMATIC,25 ACP,BERETTA 950 MOD 25. CAL,98234
VERBAL THREAT (ASSAULT),,,98240
VERBAL THREAT (ASSAULT),,,98241
FIREARM - SEMI-AUTOMATIC,40 S&W,,98243
HANDS/FISTS,,,98257
OTHER (SPECIFY),,"FIGHTING STANCE, CLENCHED FISTS",98257
HANDS/FISTS,,,98258
OTHER (SPECIFY),,GRABBED R/O ARM,98258
"MOUTH (SPIT,BITE,ETC)",,,98263
OTHER (SPECIFY),,SUBJECT SPAT IN OFFICERS FACE,98263
OTHER (SPECIFY),,ELBOWS TO BODY,98266
VEHICLE - OFFICER STRUCK WITH VEHICLE,,,98266
VEHICLE - OFFICER STRUCK WITH VEHICLE,,,98268
BLUNT INSTRUMENT,,SHOWER ROD,98269
HANDS/FISTS,,,98276
FIREARM - REVOLVER,22 LR,,98277
FIREARM - SEMI-AUTOMATIC, 9 MM,,98278
FIREARM - SEMI-AUTOMATIC, 9 MM,,98279
FIREARM - SEMI-AUTOMATIC, 9 MM,,98280
FEET,,,98291
FIREARM - SEMI-AUTOMATIC,45 CAL,,98291
HANDS/FISTS,,,98292
FEET,,,98293
HANDS/FISTS,,,98293
VERBAL THREAT (ASSAULT),,,98293
HANDS/FISTS,,,98301
VERBAL THREAT (ASSAULT),,,98301
OTHER (SPECIFY),,STRUCK WITH WHEELCHAIR,98302
KNIFE/OTHER CUTTING INSTRUMENT,,,98304
FIREARM - SEMI-AUTOMATIC,22 SHORT,,98310
OTHER (SPECIFY),,ATT ARMED ROBBERY,98310
VERBAL THREAT (ASSAULT),,,98317
BLUNT INSTRUMENT,,,98319
BLUNT INSTRUMENT,,,98320
OTHER (SPECIFY),,BLUNT OBJECT POSSESSION,98320
VERBAL THREAT (ASSAULT),,,98320
HANDS/FISTS,,,98325
FEET,,,98328
OTHER (SPECIFY),,KNEE,98328
FEET,,,98329
OTHER (SPECIFY),,KNEE,98330
HANDS/FISTS,,,98338
VERBAL THREAT (ASSAULT),,,98338
OTHER (SPECIFY),,FLAILED ARMS,98342
HANDS/FISTS,,,98343
VERBAL THREAT (ASSAULT),,,98345
VERBAL THREAT (ASSAULT),,,98346
HANDS/FISTS,,,98347
OTHER (SPECIFY),,ATTEMPT TO TACKLE P.O,98347
OTHER (SPECIFY),,FLAILED ARMS,98348
FEET,,,98351
VERBAL THREAT (ASSAULT),,,98355
HANDS/FISTS,,,98358
OTHER (SPECIFY),,ELBOWS,98358
HANDS/FISTS,,,98359
OTHER (SPECIFY),,"ELBOWS, FISTS",98359
HANDS/FISTS,,,98360
VERBAL THREAT (ASSAULT),,,98360
OTHER (SPECIFY),,HYPODERMIC NEEDLE,98366
VERBAL THREAT (ASSAULT),,,98367
VERBAL THREAT (ASSAULT),,,98368
OTHER (SPECIFY),,USED HIS BODY TO PUSH R/O,98369
HANDS/FISTS,,,98370
OTHER (SPECIFY),,VEHICLE,98373
VEHICLE - ATTEMPTED TO STRIKE OFFICER WITH VEHICLE,,,98373
OTHER (SPECIFY),,VEHICLE,98374
VEHICLE - ATTEMPTED TO STRIKE OFFICER WITH VEHICLE,,,98374
VEHICLE - OFFICER STRUCK WITH VEHICLE,,,98376
HANDS/FISTS,,,98378
VERBAL THREAT (ASSAULT),,,98378
OTHER (SPECIFY),,SCREWDRIVER,98383
HANDS/FISTS,,,98384
VERBAL THREAT (ASSAULT),,,98390
HANDS/FISTS,,,98391
OTHER (SPECIFY),,GRAABED RIGHT ARM,98391
"MOUTH (SPIT,BITE,ETC)",,,98392
VERBAL THREAT (ASSAULT),,,98392
HANDS/FISTS,,,98393
HANDS/FISTS,,,98401
VERBAL THREAT (ASSAULT),,,98401
OTHER (SPECIFY),,KICK,98402
FEET,,,98403
HANDS/FISTS,,,98403
HANDS/FISTS,,,98406
HANDS/FISTS,,,98411
HANDS/FISTS,,,98412
"MOUTH (SPIT,BITE,ETC)",,,98413
HANDS/FISTS,,,98414
KNIFE/OTHER CUTTING INSTRUMENT,,,98415
OTHER (SPECIFY),,ARMED WITH KNIFE,98415
"MOUTH (SPIT,BITE,ETC)",,,98416
HANDS/FISTS,,,98430
VERBAL THREAT (ASSAULT),,,98430
"MOUTH (SPIT,BITE,ETC)",,,98431
KNIFE/OTHER CUTTING INSTRUMENT,,,98435
FIREARM - SEMI-AUTOMATIC,45 CAL,"LLAMA MINIMAX II PISTOL - 3.7"" BARREL NICKEL FINISH",98439
FIREARM - SEMI-AUTOMATIC,45 CAL,,98442
FEET,,,98448
"MOUTH (SPIT,BITE,ETC)",,,98448
FEET,,,98451
"MOUTH (SPIT,BITE,ETC)",,,98451
FIREARM - SEMI-AUTOMATIC,40 S&W,,98452
VERBAL THREAT (ASSAULT),,,98453
HANDS/FISTS,,,98456
FEET,,,98464
HANDS/FISTS,,,98464
HANDS/FISTS,,,98466
OTHER (SPECIFY),,STRUCK OFFICER WITH A LIGHTED CIGARETTE,98467
VERBAL THREAT (ASSAULT),,,98467
FIREARM - RIFLE,22 LR,,98483
HANDS/FISTS,,,98494
VERBAL THREAT (ASSAULT),,,98494
FIREARM - SEMI-AUTOMATIC,40 S&W,GLOCK 22,98495
HANDS/FISTS,,,98499
HANDS/FISTS,,,98506
OTHER (SPECIFY),,ATTEMPT TO DISARM P.O.,98506
HANDS/FISTS,,,98508
FEET,,,98515
OTHER (SPECIFY),,CLOSED SLIDING VEHICLE DOOR ON R/OS ARM,98515
VERBAL THREAT (ASSAULT),,,98517
OTHER (SPECIFY),,METAL PAN,98518
OTHER (SPECIFY),,RAISED METAL PAN,98518
FIREARM - SEMI-AUTOMATIC, 9 MM,,98523
FIREARM - SEMI-AUTOMATIC, 9 MM,BLUE STEEL,98524
BLUNT INSTRUMENT,,BASEBALL BAT,98525
HANDS/FISTS,,,98528
OTHER (SPECIFY),,"BALLED UP FISTS, SQUARED UP",98528
VERBAL THREAT (ASSAULT),,,98528
HANDS/FISTS,,,98529
"MOUTH (SPIT,BITE,ETC)",,,98529
VERBAL THREAT (ASSAULT),,,98529
"MOUTH (SPIT,BITE,ETC)",,,98530
VEHICLE - ATTEMPTED TO STRIKE OFFICER WITH VEHICLE,,,98532
VEHICLE - ATTEMPTED TO STRIKE OFFICER WITH VEHICLE,,,98533
FEET,,,98539
HANDS/FISTS,,,98539
FEET,,,98540
HANDS/FISTS,,,98540
"MOUTH (SPIT,BITE,ETC)",,,98543
KNIFE/OTHER CUTTING INSTRUMENT,,,98547
HANDS/FISTS,,,98548
KNIFE/OTHER CUTTING INSTRUMENT,,,98549
FIREARM - REVOLVER, 38 CAL,,98553
FEET,,,98556
HANDS/FISTS,,,98557
HANDS/FISTS,,,98559
FIREARM - SEMI-AUTOMATIC, 45 ACP,,98562
HANDS/FISTS,,,98564
OTHER (SPECIFY),,TRYING TO DEFEAT THE ARREST,98564
HANDS/FISTS,,,98567
HANDS/FISTS,,,98568
HANDS/FISTS,,,98573
VERBAL THREAT (ASSAULT),,,98573
HANDS/FISTS,,,98574
VERBAL THREAT (ASSAULT),,,98576
KNIFE/OTHER CUTTING INSTRUMENT,,KITCHEN KNIFE,98578
KNIFE/OTHER CUTTING INSTRUMENT,,TWO KITCHEN KNIVES,98579
HANDS/FISTS,,,98587
"MOUTH (SPIT,BITE,ETC)",,,98591
OTHER (SPECIFY),,THREAT OF HEAD BUTT,98591
VERBAL THREAT (ASSAULT),,,98591
"MOUTH (SPIT,BITE,ETC)",,,98592
OTHER (SPECIFY),,THREAT OF HEAD BUTT,98592
OTHER (SPECIFY),,ARMED WITH UNK. GUN,98593
OTHER (SPECIFY),,TOY GUN ,98593
VERBAL THREAT (ASSAULT),,,98593
OTHER (SPECIFY),,ARMED WITH UNKNOWN WEAPON,98595
OTHER (SPECIFY),,TOY GUN,98595
"MOUTH (SPIT,BITE,ETC)",,,98601
BLUNT INSTRUMENT,,,98602
OTHER (SPECIFY),,HOLDING TWO BRICKS,98602
BLUNT INSTRUMENT,,,98603
OTHER (SPECIFY),,HOLDING TWO BRICKS,98603
FEET,,,98604
"MOUTH (SPIT,BITE,ETC)",,,98604
VERBAL THREAT (ASSAULT),,,98604
FEET,,,98606
HANDS/FISTS,,,98606
"MOUTH (SPIT,BITE,ETC)",,,98606
VERBAL THREAT (ASSAULT),,,98606
FEET,,,98607
HANDS/FISTS,,,98607
"MOUTH (SPIT,BITE,ETC)",,,98607
VERBAL THREAT (ASSAULT),,,98607
FIREARM - SEMI-AUTOMATIC, 9 MM,,98608
VEHICLE - ATTEMPTED TO STRIKE OFFICER WITH VEHICLE,,,98613
KNIFE/OTHER CUTTING INSTRUMENT,,,98626
KNIFE/OTHER CUTTING INSTRUMENT,,,98637
HANDS/FISTS,,,98652
VERBAL THREAT (ASSAULT),,,98655
"MOUTH (SPIT,BITE,ETC)",,,98656
FIREARM - SEMI-AUTOMATIC, 9 MM,,98661
FIREARM - SEMI-AUTOMATIC, 9 MM,,98663
OTHER (SPECIFY),,IMMEIDATE THREAT OF RECEIVING BATTERY WITH FIREARM,98663
KNIFE/OTHER CUTTING INSTRUMENT,,,98664
FIREARM - SEMI-AUTOMATIC, 9 MM,,98665
FIREARM - SEMI-AUTOMATIC, 9 MM,,98667
OTHER (SPECIFY),,IMMEDIATE THREAT OF RECEIVING BATTERY WITH FIREARM,98667
FIREARM - SEMI-AUTOMATIC,UNKNOWN,BERRETA,98671
OTHER (SPECIFY),,HANDGUN,98674
FIREARM - SEMI-AUTOMATIC,UNKNOWN,,98675
OTHER (SPECIFY),,FLAILING AND THROWING HIS SHOULDER INTO R/O,98679
OTHER (SPECIFY),,FLALING AND THROWING HIS SHOULDER INTO R/O,98680
OTHER (SPECIFY),,SCRATCHED/PINCHED,98685
FEET,,,98686
HANDS/FISTS,,,98686
FEET,,,98689
HANDS/FISTS,,,98689
"MOUTH (SPIT,BITE,ETC)",,,98696
VERBAL THREAT (ASSAULT),,,98696
FIREARM - SEMI-AUTOMATIC, 9 MM,MACH 11,98698
VERBAL THREAT (ASSAULT),,,98701
VERBAL THREAT (ASSAULT),,,98707
VERBAL THREAT (ASSAULT),,,98709
HANDS/FISTS,,,98711
HANDS/FISTS,,,98712
FIREARM - REVOLVER,44 CAL,,98720
FEET,,,98721
HANDS/FISTS,,,98721
OTHER (SPECIFY),,FIGHTING,98721
OTHER (SPECIFY),,CONTINUED FIGHTING,98722
FEET,,,98724
HANDS/FISTS,,,98724
OTHER (SPECIFY),,BODY SLAM ,98724
VERBAL THREAT (ASSAULT),,,98724
HANDS/FISTS,,,98725
HANDS/FISTS,,,98726
VERBAL THREAT (ASSAULT),,,98726
FEET,,,98727
HANDS/FISTS,,,98727
VERBAL THREAT (ASSAULT),,,98727
HANDS/FISTS,,,98728
"MOUTH (SPIT,BITE,ETC)",,,98742
VERBAL THREAT (ASSAULT),,,98747
VERBAL THREAT (ASSAULT),,,98748
HANDS/FISTS,,,98755
"MOUTH (SPIT,BITE,ETC)",,,98755
OTHER (SPECIFY),,CHEST,98755
HANDS/FISTS,,,98756
VERBAL THREAT (ASSAULT),,,98756
FIREARM - REVOLVER,357 MAG,,98763
FIREARM - REVOLVER,357 MAG,,98764
VERBAL THREAT (ASSAULT),,,98765
FIREARM - SEMI-AUTOMATIC, 9 MM,,98768
"MOUTH (SPIT,BITE,ETC)",,,98776
HANDS/FISTS,,,98777
VERBAL THREAT (ASSAULT),,,98777
OTHER (SPECIFY),,FOLDING CHAIR,98778
HANDS/FISTS,,,98779
OTHER (SPECIFY),,FOLDING CHAIR,98780
HANDS/FISTS,,,98785
HANDS/FISTS,,,98786
"MOUTH (SPIT,BITE,ETC)",,,98786
HANDS/FISTS,,,98791
HANDS/FISTS,,,98794
OTHER (SPECIFY),,BODY,98794
VERBAL THREAT (ASSAULT),,,98795
FEET,,,98799
HANDS/FISTS,,,98799
"MOUTH (SPIT,BITE,ETC)",,,98799
VERBAL THREAT (ASSAULT),,,98799
HANDS/FISTS,,,98802
HANDS/FISTS,,,98803
HANDS/FISTS,,,98809
VERBAL THREAT (ASSAULT),,,98809
KNIFE/OTHER CUTTING INSTRUMENT,,SCISSORS,98814
VERBAL THREAT (ASSAULT),,,98815
FIREARM - SEMI-AUTOMATIC, 9 MM,STAR INTERARM 30 MOD 9MM,98816
FEET,,,98817
HANDS/FISTS,,,98817
VERBAL THREAT (ASSAULT),,,98817
FEET,,,98818
HANDS/FISTS,,,98818
VERBAL THREAT (ASSAULT),,,98818
"MOUTH (SPIT,BITE,ETC)",,,98824
FEET,,,98827
OTHER (SPECIFY),,BRICK AND CHUNK OF ASPHALT,98829
OTHER (SPECIFY),,TOY GUN,98836
FIREARM - SEMI-AUTOMATIC,380 ACP,,98837
OTHER (SPECIFY),,SUBJECT ATTEMPTED TO RETRIEVE FIREARM,98837
FIREARM - SEMI-AUTOMATIC,380 ACP,,98838
OTHER (SPECIFY),,ATTEMPTING TO DEFEAT ARREST WHILE ATTEMPTING TO OBTAIN GUN,98838
KNIFE/OTHER CUTTING INSTRUMENT,,,98839
FIREARM - SEMI-AUTOMATIC, 9 MM,,98841
VEHICLE - ATTEMPTED TO STRIKE OFFICER WITH VEHICLE,,,98847
KNIFE/OTHER CUTTING INSTRUMENT,,RETRACTABLE BOX CUTTER,98848
BLUNT INSTRUMENT,,WOODEN BOARD,98849
"MOUTH (SPIT,BITE,ETC)",,,98855
VERBAL THREAT (ASSAULT),,,98855
FEET,,,98856
"MOUTH (SPIT,BITE,ETC)",,,98856
VERBAL THREAT (ASSAULT),,,98856
FEET,,,98858
HANDS/FISTS,,,98858
OTHER (SPECIFY),,HANDS / FEET,98858
FEET,,,98859
HANDS/FISTS,,,98859
FIREARM - REVOLVER, 38 CAL,,98860
